price,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,sqft_basement,lat,long
360000,2,1.75,1230,1107,1230,0,47.5475,-121.999
875000,3,2.75,3270,39586,3270,0,47.731,-122.078
930000,3,2.5,3100,20553,3100,0,47.7635,-122.377
250000,3,2,1900,6660,950,950,47.3594,-122.054
394000,2,2,1750,2731,1750,0,47.5169,-121.878
865000,4,3.5,3380,11270,2160,1220,47.6124,-122.06
477500,2,2,2090,6000,2090,0,47.5732,-122.413
1.25E+06,4,2.75,4120,12500,2060,2060,47.5914,-122.385
270000,3,1.75,1260,7500,840,420,47.772,-122.323
567000,3,2.25,1800,6875,1230,570,47.6773,-122.11
635000,3,2.5,1960,7200,980,980,47.5655,-122.27
1.865E+06,6,2.75,4460,6952,3460,1000,47.6626,-122.269
183000,3,1.75,1330,9200,1330,0,47.2916,-122.185
309933,3,1.75,1820,78408,1220,600,47.3364,-122.128
945800,4,2.75,3360,9100,1760,1600,47.5641,-122.149
503000,2,1.75,2860,59612,1510,1350,47.3276,-122.389
220000,3,1,1460,10200,1460,0,47.4238,-122.197
335000,3,1.75,1900,36769,1900,0,47.3041,-122.066
650000,3,2.25,1790,9927,1240,550,47.5822,-122.077
511000,4,3.5,3100,7600,3100,0,47.3892,-122.215
275000,2,1,900,57063,900,0,47.4735,-121.786
576250,2,1.75,1530,5000,1260,270,47.6755,-122.37
1.452E+06,2,3.25,2070,3128,1760,310,47.5686,-122.06
186000,3,2,1340,4320,920,420,47.299,-122.228
655100,1,1,1220,4160,1220,0,47.6746,-122.315
328000,4,2.5,2370,6500,2370,0,47.3328,-122.173
441000,3,2.5,1890,11036,1460,430,47.7426,-122.354
370000,3,1.75,1480,7725,1480,0,47.483,-122.163
630000,2,1,1050,8382,1050,0,47.5627,-122.221
470500,4,2.25,2070,14000,1720,350,47.7484,-122.237
285950,2,1,1170,6000,1170,0,47.5033,-122.331
698000,3,1.5,1090,7200,1090,0,47.5817,-122.241
268000,3,2.5,1650,6684,1650,0,47.4051,-122.184
1.625E+06,4,3.75,4410,8112,3570,840,47.5888,-122.392
355000,4,2.5,1780,15000,1780,0,47.4239,-122.153
299000,3,1,1550,8778,1250,300,47.5413,-122.281
1.003E+06,4,2.75,2290,6120,2170,120,47.6746,-122.327
275000,4,2,2220,8229,2220,0,47.3722,-122.22
475000,3,1.75,1150,10240,1030,120,47.5222,-122.357
260000,4,2.5,2000,37045,2000,0,47.3398,-122.071
416000,2,1.75,1270,7560,1270,0,47.7083,-122.357
495000,5,1,1810,11205,1810,0,47.5099,-122.262
357500,3,1,1450,8100,1450,0,47.7027,-122.289
459500,2,1.5,1170,1079,1170,0,47.6607,-122.333
258000,3,2.5,1730,6930,1730,0,47.2621,-122.308
600000,3,2.25,2680,98445,2680,0,47.5015,-122.108
665000,3,1,1260,24550,1260,0,47.5442,-122.396
165000,3,1.5,1020,10152,1020,0,47.4971,-122.168
297000,5,2.5,1970,8605,1970,0,47.1944,-122.013
350000,2,1,830,5100,830,0,47.5259,-122.379
2.45E+06,4,4.5,5030,11023,3250,1780,47.5722,-122.236
180000,2,1,800,9450,800,0,47.4563,-122.184
339950,3,1.75,1330,12092,720,610,47.5102,-122.324
365000,3,1,1030,4700,1030,0,47.5118,-122.377
955000,4,4.25,5660,193593,4100,1560,47.7064,-121.981
732000,3,2.5,2330,1987,1410,920,47.6735,-122.405
500000,3,1.75,1540,10800,770,770,47.5763,-122.222
610000,6,2.75,2040,8560,1100,940,47.616,-122.115
525000,3,2,1540,7800,1540,0,47.7041,-122.288
170000,4,1,1920,13787,1220,700,47.4502,-122.277
300000,3,2.5,1870,3439,1870,0,47.3992,-122.163
389500,5,3.5,2960,12527,1940,1020,47.3134,-122.35
330000,3,1.5,1690,10250,1690,0,47.4531,-122.344
269950,3,2.25,1610,7187,1610,0,47.3764,-122.117
107000,2,1,670,4720,670,0,47.5243,-122.358
249000,3,1,1752,14626,1752,0,47.3755,-122.278
442500,4,2,1540,5920,1540,0,47.7148,-122.301
579000,3,2.5,3160,286181,3160,0,47.3401,-121.946
621500,3,1.75,2570,39634,2570,0,47.596,-122.08
203000,3,1.5,1370,7500,1080,290,47.4167,-122.322
222900,2,1,860,5800,860,0,47.4979,-122.183
453000,2,1.5,1680,17400,1680,0,47.3836,-122.006
190000,1,0.75,930,29258,930,0,47.4837,-122.236
320000,4,1.75,1820,7381,1150,670,47.4567,-122.171
733500,3,1.5,2120,4370,2120,0,47.606,-122.307
555000,4,2.25,3330,21785,3330,0,47.4725,-122.136
364950,3,2.25,2520,6170,1850,670,47.3522,-122.042
490000,3,1.75,1560,9247,1160,400,47.6954,-122.174
688000,5,1.75,2250,13526,1350,900,47.7108,-122.279
165000,2,1,640,7768,640,0,47.515,-122.359
506000,5,3.75,3880,8370,3880,0,47.4811,-122.179
2.193E+06,3,2.25,3360,7108,2770,590,47.6187,-122.284
754000,5,1.75,2350,7800,1510,840,47.6225,-122.107
949950,5,2.5,2340,1989,2340,0,47.5193,-122.257
443600,3,2.5,1430,1056,1430,0,47.684,-122.388
380600,3,2.5,1920,12244,1920,0,47.7256,-121.97
722800,3,3.25,4330,14600,3630,700,47.6341,-122.044
342888,2,1,790,5150,790,0,47.5528,-122.272
555000,4,1.75,2350,5946,1350,1000,47.6879,-122.298
613000,3,2.5,1350,3068,1350,0,47.6099,-122.293
480000,3,2,1470,10052,1470,0,47.726,-122.316
619500,6,1.5,1680,5202,1680,0,47.6798,-122.206
437000,4,2.5,1890,8505,1290,600,47.6796,-122.115
621000,4,2.5,2030,9905,2030,0,47.5518,-122.184
810000,4,1.75,1760,4080,1760,0,47.675,-122.331
415000,3,2.25,1950,8868,1350,600,47.7538,-122.312
250000,4,1,1440,7404,1080,360,47.5328,-122.379
585000,3,1.5,2230,6000,1260,970,47.5373,-122.395
220000,3,1,1180,5002,1180,0,47.7529,-122.324
580000,5,2.5,2500,11900,1400,1100,47.5915,-122.132
1.32E+06,3,2.75,2680,20104,1820,860,47.6304,-122.234
675000,4,2.5,2040,9225,1610,430,47.636,-122.097
695000,4,2.75,2660,7389,2660,0,47.5993,-121.977
915000,5,2.75,2580,7630,1730,850,47.6226,-122.205
375000,3,1,1000,6947,1000,0,47.7142,-122.319
500000,3,1.5,1330,1265,1140,190,47.5773,-122.409
335000,2,2,1420,5185,1420,0,47.3543,-122.022
170000,2,1,1280,21750,1280,0,47.3096,-122.241
320900,5,2.5,2200,8500,1400,800,47.3073,-122.006
508000,3,1.75,1800,8462,1440,360,47.6623,-122.141
228950,3,1.75,1200,9085,1200,0,47.2795,-122.353
433000,4,2,1840,4760,1080,760,47.5297,-122.349
267500,2,1,960,5150,960,0,47.5201,-122.372
910000,4,1.5,2890,9000,2090,800,47.5682,-122.274
370000,3,1.75,1290,10117,1290,0,47.7598,-122.146
320000,2,1,1140,3834,1140,0,47.5642,-122.378
660000,3,1.75,1750,5200,1750,0,47.6995,-122.383
787888,4,2.25,2580,21115,2580,0,47.5566,-122.219
329000,4,2.5,2650,5880,2650,0,47.3509,-122.165
602000,2,1,1470,6398,970,500,47.6716,-122.279
375000,3,2,1640,9750,1640,0,47.7425,-122.241
212000,1,1,620,7620,620,0,47.4697,-122.349
224000,3,1.5,1440,8370,1440,0,47.5418,-122.275
315500,3,2,1160,10079,1160,0,47.7341,-121.976
350000,2,1,1070,2880,1070,0,47.6261,-122.324
389000,6,4.5,3560,14010,3560,0,47.3244,-122.217
285000,3,1.75,1720,13104,1720,0,47.4709,-122.26
425000,3,1.75,1530,9800,1530,0,47.7655,-122.336
190000,3,1.75,1270,7875,1270,0,47.3696,-122.17
374000,3,1.75,1510,18439,1510,0,47.5491,-122.046
292000,2,1,880,5500,880,0,47.5573,-122.289
475000,5,1.75,2020,5100,1320,700,47.6915,-122.345
546500,3,2.5,1410,2675,820,590,47.6786,-122.371
82000,3,1,860,10426,860,0,47.4987,-122.341
219900,3,1,860,10426,860,0,47.4987,-122.341
440000,3,1,1210,5750,1210,0,47.5403,-122.391
400000,3,2.5,2090,32718,1550,540,47.3338,-122.511
453000,3,1.75,1430,20193,1430,0,47.5619,-122.183
330000,6,3.25,2120,6893,1060,1060,47.5508,-122.355
359950,3,2.75,2540,8604,2540,0,47.3209,-122.185
616000,4,2.5,2490,12929,2490,0,47.6161,-122.021
245000,2,1,670,2356,670,0,47.5918,-122.295
296000,2,2,1320,2040,1320,0,47.7224,-122.291
193000,2,1,950,9000,950,0,47.5219,-122.361
456000,3,2,1870,8442,1060,810,47.6964,-122.365
480000,4,1.75,1840,9250,980,860,47.708,-122.337
382000,3,3.25,1410,1253,1410,0,47.6981,-122.34
650000,2,1,1050,2542,880,170,47.6172,-122.298
431750,2,2,1400,10052,1400,0,47.7262,-122.316
419900,3,2.5,1630,1755,1320,310,47.691,-122.176
315000,3,2,1900,9513,1900,0,47.2843,-122.357
597500,4,3,1890,35280,1510,380,47.7112,-122.099
615000,3,2.5,2980,43301,1930,1050,47.7631,-122.093
605000,4,3.25,2885,33671,2885,0,47.5174,-122.046
220000,3,2.5,1980,11900,1980,0,47.2656,-122.217
340000,4,2.5,3020,8750,1710,1310,47.4298,-122.29
620000,4,2.5,2980,210395,2980,0,47.4575,-121.707
602000,5,1.75,3290,11900,3290,0,47.6626,-122.141
575000,3,1.75,1580,11750,1180,400,47.5368,-122.265
285000,3,2.5,2090,10834,1360,730,47.3537,-122.303
306500,3,1.5,1100,8140,1100,0,47.5004,-122.162
325000,3,2.5,1870,3480,1870,0,47.4831,-122.183
623000,3,2.75,2390,21804,1450,940,47.7339,-122.183
256500,3,2,1320,8568,1320,0,47.3904,-122.164
473000,5,3.5,3430,6872,2830,600,47.4065,-122.207
549000,3,2.5,2250,9235,2250,0,47.7268,-122.105
305000,3,1,1710,19115,1710,0,47.656,-121.913
317000,4,2.5,2160,8049,2160,0,47.3337,-122.26
450000,3,1.75,1400,13775,1400,0,47.7413,-122.259
225000,2,2.5,1560,5333,780,780,47.4749,-122.213
500000,5,2,2300,7897,2300,0,47.7556,-122.356
207000,2,1,820,4860,820,0,47.5298,-122.271
474900,3,1,1630,8308,1630,0,47.5075,-122.378
515000,3,2.5,2010,7200,2010,0,47.7372,-122.223
542000,4,1,1540,5000,1090,450,47.6754,-122.294
725000,4,2.75,2420,10962,1530,890,47.6218,-122.152
314950,3,2.5,1690,4533,1690,0,47.3575,-122.016
375000,3,2,1410,10078,1410,0,47.7587,-122.144
500000,3,1.75,1640,47044,1640,0,47.654,-121.94
689000,3,1.75,2200,9840,1500,700,47.559,-122.136
525000,3,2.25,1290,1182,1000,290,47.637,-122.327
360000,3,1.5,1060,6232,1060,0,47.5329,-122.271
425000,3,1,1240,5750,1240,0,47.564,-122.398
239950,2,1,1280,5500,1280,0,47.5179,-122.264
577500,2,2.5,2330,3000,2330,0,47.5953,-122.294
615000,3,1.75,2360,7291,1360,1000,47.5274,-122.384
516000,4,2.75,2210,10800,1170,1040,47.6086,-122.059
1.218E+06,4,2.75,3670,15400,3670,0,47.5581,-122.156
1.655E+06,4,3.5,3080,4815,2300,780,47.6417,-122.411
315000,2,1,770,6731,770,0,47.7505,-122.312
250000,4,2,2600,9000,1410,1190,47.381,-122.299
250000,4,1.5,1220,4900,1220,0,47.5292,-122.269
925000,4,2.5,2910,48351,1910,1000,47.6495,-122.164
358000,3,1,1150,4681,1150,0,47.7284,-122.336
262000,3,2.5,1700,6200,1700,0,47.2621,-122.221
500000,3,1.75,1220,7370,1220,0,47.6334,-122.12
1.3E+06,5,1,1670,6400,1670,0,47.6542,-122.373
500000,3,1.75,2420,65501,2420,0,47.6525,-122.087
675000,3,2.25,2610,9002,2610,0,47.6909,-122.104
235000,3,1,960,5030,960,0,47.5611,-122.28
545000,3,1,960,5030,960,0,47.5611,-122.28
350000,3,1,1010,9360,1010,0,47.6874,-122.168
320000,2,2.25,1550,1827,1550,0,47.5394,-122.368
452000,5,2.5,5067,13315,3154,1913,47.3391,-122.325
875000,3,2,2350,6000,1990,360,47.6476,-122.32
325000,3,1.5,1310,2998,1310,0,47.5873,-122.299
756000,4,2.25,2160,5600,1080,1080,47.6442,-122.372
319000,4,2.5,2510,7992,1610,900,47.3715,-122.285
455000,3,1.75,890,3800,750,140,47.6803,-122.291
330000,2,1,1129,3840,1129,0,47.5313,-122.351
510000,4,3.25,1980,9988,1340,640,47.6883,-122.111
532000,3,1,2360,5012,1560,800,47.5705,-122.384
775000,3,2.5,2480,5007,1960,520,47.6974,-122.369
410000,3,1.75,2160,4000,1080,1080,47.5721,-122.309
205000,2,1.75,1740,5100,580,1160,47.5211,-122.33
585000,4,2.5,2430,6766,2430,0,47.7294,-122.358
255000,2,1.75,1950,8200,1950,0,47.3161,-122.382
415000,2,1,910,3750,910,0,47.6772,-122.369
459000,4,2,2360,7080,1180,1180,47.5261,-122.376
354000,3,1,1130,11250,1130,0,47.7254,-122.227
587000,3,2.5,2150,5193,2150,0,47.6952,-122.187
782000,4,3.5,5270,53428,3440,1830,47.4358,-122.085
570000,3,1.5,1300,7287,1300,0,47.6889,-122.187
414500,3,1,1050,6002,840,210,47.6988,-122.316
185000,4,1,1380,6700,1190,190,47.4871,-122.281
262500,3,1.5,1610,10291,1610,0,47.2025,-121.999
370000,4,2.75,3150,67518,2250,900,47.3382,-122.196
362500,3,1,1520,9507,1520,0,47.7162,-122.324
536000,3,2.5,1990,7397,1990,0,47.7703,-122.165
425000,5,2,2500,7804,1570,930,47.5031,-122.348
435000,3,2.25,1890,7200,1230,660,47.7156,-122.317
435000,5,2,1840,9240,1540,300,47.7308,-122.34
400000,2,1,1220,6300,760,460,47.5299,-122.387
446000,2,1.5,1370,1221,1080,290,47.6039,-122.307
1.25E+06,3,2.5,2710,13120,2710,0,47.6718,-122.256
300000,3,2.25,1760,5421,1760,0,47.3484,-122.037
404500,2,1,800,5080,800,0,47.6978,-122.314
910000,4,2.5,3530,49222,3530,0,47.7285,-122.112
771000,3,2.25,1780,6120,1390,390,47.6025,-122.286
335000,4,2.5,2610,4781,2610,0,47.2649,-122.292
390000,3,1.75,1850,15170,1850,0,47.4991,-121.774
288000,3,2.25,1560,9706,1560,0,47.3191,-122.213
403000,3,1.75,1270,10790,1270,0,47.6647,-122.177
510000,3,2.25,1420,1309,1420,0,47.6534,-122.346
751000,6,3,2880,6800,2880,0,47.5873,-122.299
408000,3,1,1420,8000,1420,0,47.5169,-122.255
1.01425E+06,3,1,1640,12855,1500,140,47.6169,-122.212
575000,3,2,1730,9030,1730,0,47.5875,-122.134
330000,3,1.75,1250,8100,1250,0,47.5016,-122.348
565000,3,2.25,1520,1221,1520,0,47.674,-122.377
456000,3,2.5,1820,2935,1820,0,47.6018,-122.021
652500,4,2.5,2700,9122,2700,0,47.5771,-121.994
582000,3,1.75,1820,3140,1820,0,47.5271,-122.384
700000,4,2.5,2770,5686,2770,0,47.5997,-121.973
235000,2,1,1270,9182,1270,0,47.5365,-122.378
460000,3,1.75,1400,12155,1400,0,47.5926,-122.047
475000,3,2.25,1820,8008,1240,580,47.7206,-122.11
579000,2,2,1870,6275,1870,0,47.7108,-122.031
507000,4,2,1360,2746,1360,0,47.6736,-122.39
210000,3,2.5,1040,2643,720,320,47.5165,-122.268
359500,4,2.75,2140,10316,2140,0,47.3537,-122.274
248000,3,1.75,1330,9831,1330,0,47.3304,-122.277
239300,3,1,1070,5750,1070,0,47.5071,-122.255
315000,3,2.25,1370,1533,1370,0,47.7326,-122.343
970000,4,3,3510,12410,3510,0,47.6381,-122.166
510000,3,1.5,1730,6240,1000,730,47.5282,-122.391
418000,4,1.5,1550,9176,1000,550,47.6005,-122.129
699000,4,2.5,3280,27441,3280,0,47.6711,-122.012
871000,4,2.5,2150,8536,1400,750,47.5663,-122.163
515000,3,1.75,1580,9147,1210,370,47.6069,-122.112
400000,3,1,1460,43000,1460,0,47.4434,-122.347
445000,3,1.75,1410,5100,1110,300,47.7026,-122.29
1.11E+06,4,2.75,3090,6600,1800,1290,47.6339,-122.396
212000,3,1.5,1690,9600,1210,480,47.3857,-122.079
710000,4,2.5,2870,11304,2870,0,47.5547,-122.154
225800,4,1,1100,7110,880,220,47.3858,-122.227
520000,3,1.75,2310,36665,1580,730,47.7697,-122.274
1.295E+06,5,3.75,3490,15246,1940,1550,47.5479,-122.212
248000,4,2,2080,13510,1040,1040,47.4918,-122.258
556000,4,2.5,2230,7200,1220,1010,47.589,-122.156
319950,5,1.75,1710,11900,1070,640,47.506,-122.365
320000,4,2.75,1640,3000,1000,640,47.5625,-122.283
245000,3,2.5,1600,2788,1600,0,47.4034,-122.187
700000,3,2.5,2850,36585,2850,0,47.7376,-122.102
628000,5,2.75,2600,8160,2600,0,47.7348,-122.34
640000,3,2,1380,4800,1380,0,47.651,-122.369
420000,4,1.75,1320,4978,940,380,47.5266,-122.379
349950,3,2.5,1420,1162,1420,0,47.6982,-122.349
307999,4,2.75,2420,8438,2420,0,47.2091,-122.009
749950,4,2.75,2600,6050,1960,640,47.5656,-122.4
290000,2,1,840,3844,840,0,47.7048,-122.347
235000,3,1.75,1420,7920,1420,0,47.2931,-122.188
225000,3,1,1790,6120,1790,0,47.508,-122.337
302100,3,1,1790,6120,1790,0,47.508,-122.337
520000,2,1,1340,6380,890,450,47.697,-122.313
285000,2,1,1010,7200,1010,0,47.7651,-122.291
525000,3,2,1640,15258,1640,0,47.6301,-122.037
374900,5,2.75,2980,8500,1540,1440,47.3641,-122.278
377500,3,2,1370,7200,1130,240,47.7329,-122.308
587450,3,2.25,2190,8775,2190,0,47.7303,-122.287
245000,3,2.25,1530,12000,1070,460,47.2715,-122.338
200000,3,2,1290,5757,1290,0,47.3175,-122.17
2.14E+06,4,3.75,5150,453895,4360,790,47.6795,-121.991
607000,3,2.5,2470,9226,2470,0,47.7439,-122.17
1.247E+06,1,1.25,1810,5070,1230,580,47.5814,-122.081
549950,4,2.5,2230,14694,1180,1050,47.6305,-122.034
250000,3,3,2300,7701,2300,0,47.5102,-122.18
525000,3,2.5,2030,6970,2030,0,47.5718,-121.999
440000,3,1.75,2000,9900,1480,520,47.4436,-122.339
425000,3,2.75,3610,107386,3130,480,47.3351,-122.362
739900,5,2.5,3290,5029,3290,0,47.5773,-122.056
315000,3,2,1300,3731,900,400,47.5374,-122.27
340000,5,1,1880,3774,1360,520,47.566,-122.37
366000,4,2.75,2170,9743,2170,0,47.3814,-122.024
315000,3,1.75,1680,7250,930,750,47.7201,-122.35
299000,3,1.5,1190,9135,1190,0,47.5164,-122.189
350000,2,1,940,5000,940,0,47.7518,-122.279
340000,2,1.75,1010,1461,670,340,47.6515,-122.4
460000,3,1.75,1290,8580,1290,0,47.6707,-122.174
224000,3,1.5,1480,10588,1480,0,47.2872,-122.212
140000,2,1,900,6400,900,0,47.5287,-122.281
246000,4,2,1400,7632,1400,0,47.4625,-122.345
330000,3,2.5,2040,14071,2040,0,47.7278,-121.963
306000,3,1,1450,7200,1010,440,47.7311,-122.199
324950,3,1,1210,7440,1210,0,47.7402,-122.323
345000,2,1.5,1800,26615,1240,560,47.302,-122.123
207000,3,1,1490,8995,1490,0,47.4901,-122.303
238000,3,1,1240,5700,1240,0,47.4927,-122.169
695000,3,2,2632,18743,2632,0,47.3743,-122.421
649950,3,2.5,2150,15304,2150,0,47.5573,-122.136
515000,3,2.75,1710,9448,1010,700,47.6693,-122.267
452000,3,2.5,1530,5032,1530,0,47.6985,-122.349
236000,4,2.5,1630,3060,1630,0,47.5072,-122.336
1.285E+06,4,3.5,4080,14450,3210,870,47.5519,-122.106
563000,3,2.75,2340,16500,1500,840,47.5952,-122.051
410988,3,1.75,1000,14061,1000,0,47.7417,-122.093
339950,0,2.5,2290,8319,2290,0,47.3473,-122.151
1.2E+06,4,2.5,3180,13118,3180,0,47.5382,-122.23
340000,4,2.5,2170,19785,2170,0,47.4034,-122.167
808100,4,3.25,3020,13457,3020,0,47.7174,-122.336
236000,3,1.75,1330,6301,1330,0,47.3411,-122.219
330000,4,1.75,1720,8300,1720,0,47.4654,-122.194
799990,4,3.5,2540,5808,1820,720,47.6857,-122.376
240000,0,2.5,1810,5669,1810,0,47.3493,-122.053
343000,3,1,1410,18600,1410,0,47.5031,-122.152
332000,3,2.5,1530,9406,1270,260,47.4852,-122.162
945000,5,3.5,4380,14925,4380,0,47.5848,-121.969
239950,3,1,1140,8366,1140,0,47.4768,-122.177
674000,5,1.75,2110,5000,1250,860,47.6745,-122.287
200000,3,1,1050,5000,1050,0,47.4923,-122.165
453000,3,1.75,1600,7232,1600,0,47.6293,-122.121
330000,3,1.75,1430,8865,1430,0,47.7331,-122.299
285000,4,2.5,1996,4547,1996,0,47.3365,-122.051
338000,4,1.75,1530,8152,910,620,47.7557,-122.328
264950,2,1,1000,6000,1000,0,47.5208,-122.372
880000,4,2,2530,10800,1350,1180,47.5705,-122.225
209500,3,1.5,970,5488,970,0,47.5366,-122.359
380000,4,2.5,2400,9398,1310,1090,47.4952,-122.178
336500,3,2,1830,12891,1830,0,47.3924,-122.192
360000,3,2.25,2130,8466,1290,840,47.4537,-122.211
911100,4,3.25,3330,33826,3330,0,47.7596,-122.275
249900,2,1,560,7560,560,0,47.5271,-122.375
175000,4,1,1210,6250,1210,0,47.5008,-122.333
549950,3,2.5,2380,2500,2380,0,47.5734,-122.375
225000,3,1.75,1370,10866,1370,0,47.6774,-122.164
270000,3,1.75,1370,10866,1370,0,47.6774,-122.164
400000,3,2.25,1740,11040,1740,0,47.7376,-122.242
299800,2,1,790,5240,790,0,47.5303,-122.288
555000,3,2.5,2480,8676,2480,0,47.53,-122.172
230000,3,2.5,1920,9180,1920,0,47.4818,-122.231
360000,4,2.5,2750,6259,2750,0,47.3304,-122.179
415000,2,1,880,3200,880,0,47.6575,-122.402
355000,4,1.75,2160,8000,1660,500,47.3165,-122.382
635000,4,2.5,2570,27972,2570,0,47.6343,-121.969
353000,5,2.75,2130,5000,1100,1030,47.5271,-122.274
999000,7,4,3150,34830,3150,0,47.6029,-122.147
265000,3,1.5,1780,10196,1270,510,47.3375,-122.291
250000,4,1.75,1910,8250,1910,0,47.6131,-122.123
225000,2,1,1170,7142,1170,0,47.7497,-122.313
553000,2,1,900,5000,900,0,47.6883,-122.395
565000,5,2.5,2650,11455,1400,1250,47.6141,-122.116
312000,2,1,1170,5150,980,190,47.5503,-122.283
475000,3,2.5,2630,185130,2630,0,47.7035,-121.894
320000,4,2.75,2150,9163,1340,810,47.266,-122.307
453000,3,2,1430,9583,1430,0,47.7206,-122.197
320000,3,1,960,6180,960,0,47.5518,-122.279
610000,4,2.75,2640,8400,1440,1200,47.5882,-122.29
385000,3,1.5,1490,9630,1490,0,47.7623,-122.256
215000,3,1.75,1210,8075,1210,0,47.2666,-122.254
215000,4,1.5,1860,5040,1860,0,47.2077,-121.993
415000,3,2.5,1980,4274,1980,0,47.7767,-122.239
350000,1,1,900,6380,900,0,47.7019,-122.311
395000,1,1,900,6380,900,0,47.7019,-122.311
898000,2,1.75,1490,9874,1490,0,47.6246,-122.199
480000,3,2.5,2980,7338,2980,0,47.437,-122.207
1.24E+06,3,2.5,2660,1973,1870,790,47.6264,-122.364
599000,4,2.5,2790,230868,2790,0,47.7647,-122.019
770000,4,3,2800,9127,2800,0,47.6123,-122.007
1.208E+06,3,2.25,1590,8520,1590,0,47.6477,-122.216
1.59E+06,4,2.25,3240,11131,2080,1160,47.6182,-122.215
880000,3,2,2130,35169,2130,0,47.7489,-122.123
332000,3,2,1510,7884,1510,0,47.4683,-122.348
445000,3,1.75,1750,7200,1750,0,47.6289,-122.119
849000,4,2.75,4010,87555,4010,0,47.4299,-121.998
752000,4,1.5,1650,2970,1650,0,47.6233,-122.319
450000,9,7.5,4050,6504,4050,0,47.5923,-122.301
420000,3,1,1320,5500,1320,0,47.5705,-122.398
330000,4,2.5,2310,6320,2310,0,47.3287,-122.167
409000,3,1.75,1440,9065,1440,0,47.7163,-122.333
350000,5,1.75,2330,14322,1180,1150,47.4768,-122.155
570000,4,2.5,2430,44001,2430,0,47.7125,-121.916
315000,3,1,1390,8333,1390,0,47.7652,-122.31
224000,2,1,1150,15000,1060,90,47.4935,-122.316
293550,4,1.75,2120,9706,1370,750,47.4939,-122.297
350000,4,2.75,2300,3175,1340,960,47.5732,-122.305
1.108E+06,4,2.5,3320,9380,3320,0,47.5655,-122.114
442500,4,2.5,2400,7092,2400,0,47.7522,-122.338
616500,3,2.5,3580,118047,3240,340,47.4453,-121.98
506400,3,2.5,2100,9040,1700,400,47.5329,-122.173
324000,3,2.25,1550,4411,1550,0,47.7373,-121.966
169000,3,1.5,1570,6450,1570,0,47.2021,-121.996
595000,3,2,1480,5000,750,730,47.6859,-122.37
299900,3,2.5,2720,6014,2720,0,47.3344,-122.174
332000,3,2.25,2270,8876,1380,890,47.4653,-122.176
432000,4,1.75,2410,8400,1600,810,47.7341,-122.2
510000,4,2.75,2730,9112,1740,990,47.4005,-122.312
270000,3,2.5,1540,7739,1540,0,47.3511,-122.169
750000,5,2.5,3120,15593,3120,0,47.6142,-122.065
509250,2,1.5,1480,3120,930,550,47.6684,-122.323
189000,3,1,860,5200,860,0,47.3677,-122.078
726500,4,2.5,2180,3893,2180,0,47.6886,-122.388
287000,3,2,1300,11374,1300,0,47.4839,-122.302
679000,4,3.5,3420,49223,3420,0,47.3534,-121.992
316000,3,2.25,2130,8721,1570,560,47.4202,-122.204
498000,4,2.5,2300,22445,2300,0,47.6454,-121.902
448000,4,1.75,2560,8270,1480,1080,47.7572,-122.147
535000,2,1,1040,5527,1040,0,47.6774,-122.284
560000,4,3,3080,9601,3080,0,47.334,-122.332
437850,4,2.25,2670,14255,1610,1060,47.5623,-122.175
435000,4,2.75,3270,50994,2720,550,47.347,-122.087
510000,4,2.5,2610,8031,2610,0,47.7717,-122.27
520000,3,2.5,2460,54885,2460,0,47.4996,-122.146
509000,2,1.5,1930,3521,1930,0,47.6092,-122.146
575000,3,1,1220,5652,1220,0,47.5767,-122.408
365000,4,2.5,2030,7210,1330,700,47.5067,-122.16
795000,3,2,2420,17859,1500,920,47.7074,-122.246
285000,3,2.5,1870,4060,1870,0,47.3986,-122.163
955000,3,2.25,3020,43560,2720,300,47.6456,-122.173
775000,4,2.5,2880,8400,2050,830,47.7704,-122.386
400000,4,3,1810,5012,1810,0,47.5691,-122.292
570000,4,2.5,2590,8483,2590,0,47.738,-122.221
955990,5,3.25,3830,6507,3830,0,47.6843,-122.016
1.15E+06,3,2.25,3250,34848,2260,990,47.6077,-122.158
459950,4,2,2760,21465,2120,640,47.3818,-122.165
245000,2,1.75,1220,8382,1220,0,47.5033,-122.359
281000,3,1.5,1280,974,1280,0,47.7162,-122.293
205000,3,0.75,770,7000,770,0,47.5661,-121.887
290000,3,1.75,1520,15090,1520,0,47.398,-121.964
635000,4,2.5,2080,11176,2080,0,47.7107,-122.289
310000,1,1,570,6000,570,0,47.5517,-122.385
470000,4,2,1500,3659,830,670,47.6088,-122.293
600000,2,2.5,2510,14878,2510,0,47.7525,-122.205
279000,4,2,1980,10051,1980,0,47.3231,-122.103
538500,3,3.5,2500,4270,2500,0,47.536,-121.877
594950,4,2.5,2720,10006,2720,0,47.6295,-122.042
533050,2,1,910,295772,910,0,47.3752,-122.11
510000,3,1.75,1480,7040,1480,0,47.6723,-122.169
360000,4,2.25,2470,8686,1270,1200,47.4371,-122.166
435000,2,1,1650,5106,1090,560,47.6992,-122.309
559000,3,1.75,1700,6500,1700,0,47.6837,-122.284
645000,2,1.5,1995,115670,1995,0,47.4022,-122.464
340000,2,1,1280,9690,640,640,47.5341,-122.279
565000,4,2.5,2980,10459,2980,0,47.7354,-121.974
575700,3,1.75,1730,6130,1480,250,47.6978,-122.316
1.01E+06,3,3.25,2420,1923,1840,580,47.637,-122.341
